# name: E6 Harestua to Grua (section ATK)
# fallbackSpeedKmh: 80
# osrmDistanceMeters: 11246.5
# osrmDurationSeconds: 721
60.237693,10.698941
60.237830,10.698764
60.237980,10.698547
60.238146,10.698299
60.238320,10.698005
60.238610,10.697505
60.239631,10.695713
60.240851,10.693567
60.241756,10.691981
60.242824,10.690101
60.243139,10.689549
60.243331,10.689221
60.243481,10.688973
60.243618,10.688759
60.243735,10.688583
60.243867,10.688397
60.244006,10.688211
60.244250,10.687905
60.244547,10.687537
60.244682,10.687368
60.244786,10.687233
60.244920,10.687061
60.245045,10.686894
60.245057,10.686877
60.245167,10.686720
60.245267,10.686565
60.245367,10.686410
60.245456,10.686260
60.245566,10.686064
60.245662,10.685885
60.245758,10.685704
60.245860,10.685501
60.245956,10.685305
60.246076,10.685046
60.246176,10.684821
60.246304,10.684534
60.246585,10.683908
60.246812,10.683414
60.246983,10.683053
60.247158,10.682700
60.247302,10.682426
60.247507,10.682037
60.247650,10.681766
60.247832,10.681451
60.247969,10.681220
60.248123,10.680964
60.248274,10.680724
60.248415,10.680508
60.248565,10.680291
60.248793,10.679962
60.249098,10.679542
60.249171,10.679452
60.249312,10.679272
60.249417,10.679143
60.249571,10.678958
60.249735,10.678764
60.249891,10.678589
60.250041,10.678426
60.250200,10.678261
60.250027,10.678284
60.249990,10.678285
60.249947,10.678278
60.249908,10.678258
60.249864,10.678215
60.249825,10.678152
60.249794,10.678071
60.249773,10.677992
60.249761,10.677929
60.249751,10.677854
60.249747,10.677766
60.249751,10.677558
60.249786,10.677425
60.249824,10.677295
60.249860,10.677180
60.249907,10.677050
60.249949,10.676943
60.250032,10.676828
60.250094,10.676723
60.250150,10.676633
60.250189,10.676581
60.250223,10.676544
60.250248,10.676539
60.250272,10.676522
60.250293,10.676493
60.250311,10.676451
60.250323,10.676402
60.250328,10.676349
60.250325,10.676294
60.250320,10.676259
60.250311,10.676227
60.250324,10.676077
60.250339,10.675930
60.250351,10.675807
60.250366,10.675579
60.250505,10.674766
60.250520,10.674680
60.250558,10.674449
60.250724,10.673473
60.250784,10.673120
60.250844,10.672754
60.250901,10.672382
60.250945,10.672106
60.250982,10.671829
60.251015,10.671584
60.251052,10.671263
60.251073,10.671074
60.251101,10.670813
60.251130,10.670502
60.251156,10.670187
60.251175,10.669940
60.251194,10.669650
60.251206,10.669416
60.251215,10.669217
60.251221,10.669038
60.251226,10.668889
60.251233,10.668651
60.251237,10.668399
60.251243,10.668109
60.251251,10.667584
60.251257,10.666785
60.251274,10.666139
60.251284,10.665509
60.251287,10.665266
60.251290,10.664981
60.251291,10.664784
60.251288,10.664426
60.251282,10.664139
60.251272,10.663880
60.251265,10.663683
60.251261,10.663486
60.251262,10.663256
60.251267,10.663077
60.251277,10.662912
60.251290,10.662761
60.251306,10.662625
60.251322,10.662505
60.251349,10.662350
60.251376,10.662208
60.251412,10.662047
60.251447,10.661915
60.251487,10.661768
60.251538,10.661602
60.251599,10.661410
60.251666,10.661216
60.251740,10.661014
60.251812,10.660829
60.251868,10.660697
60.251914,10.660599
60.251957,10.660510
60.252010,10.660414
60.252050,10.660344
60.252124,10.660222
60.252204,10.660101
60.252306,10.659962
60.252398,10.659849
60.252505,10.659729
60.252588,10.659644
60.252681,10.659558
60.252772,10.659486
60.252865,10.659423
60.252935,10.659382
60.253010,10.659349
60.253125,10.659301
60.253257,10.659255
60.253431,10.659197
60.253771,10.659083
60.253869,10.659050
60.253977,10.659017
60.254087,10.658985
60.254123,10.658975
60.254223,10.658947
60.254342,10.658918
60.254426,10.658903
60.254529,10.658890
60.254625,10.658891
60.254708,10.658904
60.254782,10.658925
60.254851,10.658954
60.254943,10.659001
60.255023,10.659050
60.255133,10.659133
60.255389,10.659341
60.255511,10.659448
60.255628,10.659557
60.255734,10.659662
60.255829,10.659764
60.255904,10.659849
60.255968,10.659928
60.256028,10.660011
60.256100,10.660120
60.256164,10.660227
60.256218,10.660331
60.256258,10.660419
60.256303,10.660529
60.256353,10.660658
60.256493,10.661052
60.256584,10.661321
60.256715,10.661713
60.256799,10.661968
60.256824,10.662043
60.256858,10.662132
60.256896,10.662230
60.256924,10.662302
60.256959,10.662394
60.257062,10.662668
60.257161,10.662929
60.257266,10.663189
60.257371,10.663434
60.257466,10.663635
60.257543,10.663788
60.257627,10.663931
60.257698,10.664033
60.257776,10.664135
60.257870,10.664255
60.257971,10.664365
60.258089,10.664473
60.258223,10.664599
60.258449,10.664791
60.258590,10.664911
60.258722,10.665024
60.258748,10.665047
60.258817,10.665106
60.259138,10.665388
60.259240,10.665480
60.259314,10.665553
60.259381,10.665626
60.259448,10.665716
60.259500,10.665790
60.259558,10.665882
60.259617,10.665986
60.259673,10.666094
60.259729,10.666212
60.259787,10.666345
60.259971,10.666778
60.260211,10.667321
60.260275,10.667466
60.260331,10.667577
60.260383,10.667675
60.260435,10.667765
60.260482,10.667836
60.260526,10.667905
60.260563,10.667956
60.260581,10.667979
60.260614,10.668018
60.260681,10.668096
60.260779,10.668197
60.260855,10.668268
60.260951,10.668352
60.261017,10.668390
60.261070,10.668421
60.261147,10.668461
60.261222,10.668490
60.261298,10.668521
60.261337,10.668532
60.261379,10.668545
60.261484,10.668567
60.261598,10.668589
60.261698,10.668608
60.262482,10.668743
60.262587,10.668760
60.262719,10.668780
60.262804,10.668789
60.262900,10.668797
60.262996,10.668797
60.263070,10.668789
60.263146,10.668778
60.263235,10.668755
60.263313,10.668731
60.263405,10.668697
60.263498,10.668657
60.263601,10.668606
60.263699,10.668550
60.263795,10.668480
60.263879,10.668408
60.263953,10.668337
60.264024,10.668259
60.264133,10.668127
60.264277,10.667941
60.264356,10.667855
60.264433,10.667776
60.264495,10.667719
60.264564,10.667660
60.264626,10.667614
60.264708,10.667561
60.264808,10.667505
60.264879,10.667468
60.264973,10.667427
60.265054,10.667398
60.265131,10.667378
60.265201,10.667364
60.265266,10.667355
60.265328,10.667353
